command= python3 -u /u/zjian1/ASTZ/py_code/generate_stencil_list.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 
Available threads: 16
Set threads to: 8
data_min:-1672.849365234375, data_max:14206.283203125
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_202.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_202.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1628.049560546875, data_max:14528.951171875
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 4.773
Zstd CR= 1.001
[31mTotal CR= 4.777 [0m
qb_min= -933, qb_max= 3184
max_err= 3.231689453125
max_rel_err= 0.000
[31mpsnr= 79.155 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_210.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_210.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1685.0234375, data_max:10417.0166015625
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.040
Zstd CR= 1.000
[31mTotal CR= 5.041 [0m
qb_min= -413, qb_max= 2167
max_err= 2.420654296875
max_rel_err= 0.000
[31mpsnr= 79.154 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_211.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_211.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1647.2457275390625, data_max:14374.0654296875
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.271
Zstd CR= 1.001
[31mTotal CR= 5.274 [0m
qb_min= -461, qb_max= 2218
max_err= 3.204345703125
max_rel_err= 0.000
[31mpsnr= 79.153 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_212.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_212.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1683.9925537109375, data_max:5711.28466796875
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 4.416
Zstd CR= 1.000
[31mTotal CR= 4.418 [0m
qb_min= -764, qb_max= 2022
max_err= 1.479248046875
max_rel_err= 0.000
[31mpsnr= 79.153 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_220.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_220.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1701.1595458984375, data_max:11905.833984375
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 4.914
Zstd CR= 1.000
[31mTotal CR= 4.916 [0m
qb_min= -471, qb_max= 1660
max_err= 2.7215576171875
max_rel_err= 0.000
[31mpsnr= 79.154 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_221.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_221.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1656.0435791015625, data_max:14393.1142578125
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.102
Zstd CR= 1.000
[31mTotal CR= 5.104 [0m
qb_min= -702, qb_max= 2681
max_err= 3.2099609375
max_rel_err= 0.000
[31mpsnr= 79.154 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_222.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_222.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1630.7646484375, data_max:14446.5244140625
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.112
Zstd CR= 1.000
[31mTotal CR= 5.115 [0m
qb_min= -781, qb_max= 2592
max_err= 3.215576171875
max_rel_err= 0.000
[31mpsnr= 79.155 [0m
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 6.619918. Best PSNR: 78.760547.
Tuning time = 0.0907367s
====================================== END TUNING ======================================
prediction time = 0.217898s
compression ratio = 5.02 
compression time = 0.407622
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_000.bin_2.0e-04.qoz2
Min=-1749.0985107421875, Max=14723.8212890625, range=16472.9197998046875
Max absolute error = 3.3
Max relative error = 0.0002
Max pw relative error = 9.9E+04
PSNR = 78.749026, NRMSE= 0.0001154911521
normError = 6383.722360, normErr_norm = 0.005434
acEff=0.999964
compression ratio = 5.017703
decompression time = 0.241747 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_000.bin_2.0e-04.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 6.392409. Best PSNR: 78.762956.
Tuning time = 0.0892705s
====================================== END TUNING ======================================
prediction time = 0.21762s
compression ratio = 4.97 
compression time = 0.401369
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_001.bin_2.0e-04.qoz2
Min=-1734.5491943359375, Max=14580.9970703125, range=16315.5462646484375
Max absolute error = 3.3
Max relative error = 0.0002
Max pw relative error = 5.2E+04
PSNR = 78.751414, NRMSE= 0.0001154593974
normError = 6320.997203, normErr_norm = 0.005241
acEff=0.999964
compression ratio = 4.968174
decompression time = 0.237121 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_001.bin_2.0e-04.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 6.259064. Best PSNR: 78.770281.
Tuning time = 0.0891575s
====================================== END TUNING ======================================
prediction time = 0.217886s
compression ratio = 4.93 
compression time = 0.407679
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_002.bin_2.0e-04.qoz2
Min=-1721.9188232421875, Max=14520.7705078125, range=16242.6893310546875
Max absolute error = 3.2
Max relative error = 0.0002
Max pw relative error = 1.7E+04
PSNR = 78.750177, NRMSE= 0.00011547584
normError = 6293.666996, normErr_norm = 0.005026
acEff=0.999965
compression ratio = 4.931693
decompression time = 0.229856 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_002.bin_2.0e-04.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = 1D
	interp best direction = 0
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 6.401647. Best PSNR: 78.748887.
Tuning time = 0.0905713s
====================================== END TUNING ======================================
prediction time = 0.220976s
compression ratio = 4.89 
compression time = 0.401360
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_010.bin_2.0e-04.qoz2
Min=-1578.50439453125, Max=7738.2421875, range=9316.74658203125
Max absolute error = 1.9
Max relative error = 0.0002
Max pw relative error = 3.1E+05
PSNR = 78.751225, NRMSE= 0.0001154619159
normError = 3609.588836, normErr_norm = 0.006579
acEff=0.999951
compression ratio = 4.886889
decompression time = 0.225693 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_010.bin_2.0e-04.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 6.427470. Best PSNR: 78.731553.
Tuning time = 0.0907051s
====================================== END TUNING ======================================
prediction time = 0.220306s
compression ratio = 4.96 
compression time = 0.403658
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_011.bin_2.0e-04.qoz2
Min=-1572.1063232421875, Max=9327.484375, range=10899.5906982421875
Max absolute error = 2.2
Max relative error = 0.0002
Max pw relative error = 1.4E+05
PSNR = 78.752243, NRMSE= 0.0001154483854
normError = 4222.335567, normErr_norm = 0.006579
acEff=0.999950
compression ratio = 4.964209
decompression time = 0.230483 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_011.bin_2.0e-04.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = 1D
	interp best direction = 0
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 6.104015. Best PSNR: 78.730144.
Tuning time = 0.0896834s
====================================== END TUNING ======================================
prediction time = 0.219949s
compression ratio = 5.35 
compression time = 0.404622
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_012.bin_2.0e-04.qoz2
Min=-1596.585693359375, Max=13839.8046875, range=15436.390380859375
Max absolute error = 3.1
Max relative error = 0.0002
Max pw relative error = 4.3E+05
PSNR = 78.749370, NRMSE= 0.0001154865781
normError = 5981.800973, normErr_norm = 0.008794
acEff=0.999906
compression ratio = 5.345095
decompression time = 0.231211 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_012.bin_2.0e-04.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 6.260289. Best PSNR: 78.759202.
Tuning time = 0.090834s
====================================== END TUNING ======================================
prediction time = 0.223998s
compression ratio = 5.25 
compression time = 0.413963
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_020.bin_2.0e-04.qoz2
Min=-1650.6396484375, Max=14129.0322265625, range=15779.671875
Max absolute error = 3.2
Max relative error = 0.0002
Max pw relative error = 3.6E+06
PSNR = 78.751093, NRMSE= 0.0001154636712
normError = 6113.614107, normErr_norm = 0.007528
acEff=0.999934
compression ratio = 5.252734
decompression time = 0.234596 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_020.bin_2.0e-04.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 6.127390. Best PSNR: 78.758871.
Tuning time = 0.0886017s
====================================== END TUNING ======================================
prediction time = 0.220953s
compression ratio = 5.27 
compression time = 0.402143
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_021.bin_2.0e-04.qoz2
Min=-1643.451904296875, Max=14422.6708984375, range=16066.122802734375
Max absolute error = 3.2
Max relative error = 0.0002
Max pw relative error = 5.6E+05
PSNR = 78.748780, NRMSE= 0.0001154944167
normError = 6226.253009, normErr_norm = 0.007798
acEff=0.999927
compression ratio = 5.271804
decompression time = 0.234493 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_021.bin_2.0e-04.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 6.296352. Best PSNR: 78.775368.
Tuning time = 0.089573s
====================================== END TUNING ======================================
prediction time = 0.220763s
compression ratio = 5.15 
compression time = 0.407226
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_022.bin_2.0e-04.qoz2
Min=-1584.2459716796875, Max=12948.6181640625, range=14532.8641357421875
Max absolute error = 2.9
Max relative error = 0.0002
Max pw relative error = 1.7E+05
PSNR = 78.750756, NRMSE= 0.0001154681541
normError = 5630.774423, normErr_norm = 0.007000
acEff=0.999943
compression ratio = 5.153738
decompression time = 0.237590 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_022.bin_2.0e-04.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.250000. Selected beta: 3.000000. Best bitrate: 6.759607. Best PSNR: 78.987283.
Tuning time = 0.0879915s
====================================== END TUNING ======================================
prediction time = 0.217573s
compression ratio = 4.95 
compression time = 0.401029
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_100.bin_2.0e-04.qoz2
Min=-1695.33984375, Max=14731.93359375, range=16427.2734375
Max absolute error = 3.3
Max relative error = 0.0002
Max pw relative error = 5.8E+05
PSNR = 78.969129, NRMSE= 0.0001126013442
normError = 6206.742866, normErr_norm = 0.005238
acEff=0.999969
compression ratio = 4.949458
decompression time = 0.241205 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_100.bin_2.0e-04.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 6.490803. Best PSNR: 78.771588.
Tuning time = 0.0899251s
====================================== END TUNING ======================================
prediction time = 0.216222s
compression ratio = 4.94 
compression time = 0.402376
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_101.bin_2.0e-04.qoz2
Min=-1737.26171875, Max=14576.845703125, range=16314.107421875
Max absolute error = 3.3
Max relative error = 0.0002
Max pw relative error = 7.8E+04
PSNR = 78.752139, NRMSE= 0.0001154497592
normError = 6319.912152, normErr_norm = 0.005188
acEff=0.999967
compression ratio = 4.942434
decompression time = 0.238579 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_101.bin_2.0e-04.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = 1D
	interp best direction = 0
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 6.303698. Best PSNR: 78.743773.
Tuning time = 0.0892798s
====================================== END TUNING ======================================
prediction time = 0.217517s
compression ratio = 4.90 
compression time = 0.407421
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_102.bin_2.0e-04.qoz2
Min=-1689.1220703125, Max=14534.9326171875, range=16224.0546875
Max absolute error = 3.2
Max relative error = 0.0002
Max pw relative error = 1.3E+05
PSNR = 78.750467, NRMSE= 0.0001154719867
normError = 6286.236734, normErr_norm = 0.005023
acEff=0.999966
compression ratio = 4.904223
decompression time = 0.229744 seconds.
